10.961 11.699 12.557 11.301 12.534 12.575 10.891 12.447 12.869 12.159 12.558 13.99 14.723 13.703 12.087 14.709 13.989 13.569 13.973 12.658 13.94 15.07 14.46 13.755 11.702 12.987 13.514 12.935 14.596 13.735 13.867 14.253 11.852 13.351 14.907 14.798 12.794 11.885 12.159 11.175 10.16 10.447 10.986 13.364 11.305 14.274 13.819 12.865 13.512 14.072 13.539 13.169 13.632 13.119 12.215 13.287 14.108 14.617 11.63 12.231 14.933 14.036 17.029 17.117 17.128 16.489 14.959 15.723 15.894 14.117 15.494 15.493 14.867 16.494 15.217 15.91 15.192 15.283 14.834 15.163 14.533 13.99 15.521 15.72 17.623 17.75 17.405 18.018 18.292 16.629 18.491 18.215 18.384 17.144 17.144 17.462 17.919 17.203 17.169 16.987 17.605 18.821 18.395 18.984 18.7 17.621 17.074 17.897 17.504 16.719 16.536 18.096 17.916 12.542 17.708 18.096 16.408 17.339 17.312 18.108 17.595 18.551 17.52 18.074 18.309 16.211 17.228 18.437 16.695 17.394 16.831 13.328 16.595 17.754 16.084 16.563 14.972 16.045 17.276 18.336 17.841 16.804 17.088 17.769 15.662 17.446 15.585 18.123 17.843 16.299 1
11.465 13.922 13.815 13.667 15.338 15.171 14.955 12.153 14.207 14.255 15.936 15.138 15.83 14.847 15.716 15.176 15.496 15.349 14.836 15.077 13.89 13.124 14.095 16.069 15.727 14.973 13.495 13.818 12.743 14.004 14.201 12.394 13.832 15.572 15.179 14.196 14.161 14.811 12.332 14.66 14.288 13.425 13.552 11.451 13.288 14.063 14.167 13.789 13.593 13.297 13.758 12.858 14.178 14.035 14.394 13.811 12.948 13.913 14.847 15.312 17.132 17.202 15.46 14.98 12.457 11.763 14.181 14.932 15.281 14.775 14.633 14.74 16.627 16.977 16.422 15.557 16.338 16.124 17.53 18.208 18.827 18.791 19.024 19.253 19.604 19.279 19.431 19.548 18.712 16.972 16.428 15.746 12.575 14.458 15.199 12.856 15.831 15.284 17.542 17.43 15.496 17.473 17.906 17.753 18.92 18.203 17.672 15.835 18.689 18.175 17.152 16.894 16.945 16.141 17.426 15.253 16.325 16.987 16.541 17.178 17.122 16.637 17.929 16.637 16.496 18.344 16.754 15.476 16.91 18.045 18.394 18.251 17.19 16.114 16.659 16.304 16.665 16.932 17.796 18.412 18.014 18.117 18.005 17.165 16.759 15.072 14.625 16.505 16.723 13.341 1
12.527 12.759 12.225 14.326 14.267 13.546 13.887 12.69 14.586 14.588 14.448 14.031 14.042 13.526 14.179 15.316 16.099 13.475 15.361 12.61 14.106 14.517 11.444 15.689 12.113 16.297 16.333 14.35 13.71 14.42 16.339 15.763 14.611 13.656 11.108 12.231 10.172 13.724 14.227 11.195 13.176 12.838 14.466 11.84 13.151 12.126 12.947 13.291 8.518 10.486 13.431 13.44 13.413 14.423 13.6 15.632 16.22 15.849 16.085 15.392 13.754 12.933 15.08 15.559 15.32 15.427 15.226 13.807 14.218 15.245 16.434 16.069 15.603 14.31 16.121 14.972 14.46 13.834 15.206 17.847 17.966 13.979 18.456 15.964 17.091 17.28 16.749 17.102 16.913 16.831 16.31 13.628 16.558 17.686 17.287 16.29 16.146 17.654 17.088 17.222 17.951 18.369 16.291 18.56 19.651 18.511 18.292 18.655 16.399 16.056 18.261 19.447 19.272 18.946 17.683 14.481 15.832 17.793 15.914 18.299 19.595 20.15 19.888 17.802 18.243 17.032 16.705 17.795 18.658 15.953 17.889 18.773 19.691 19.298 14.927 17.222 16.705 15.372 14.27 18.077 18.991 18.544 16.423 17.189 17.132 17.251 17.664 17.049 17.169 17.892 1
10.414 9.654 11.262 10.383 6.592 13.092 13.339 12.29 11.123 10.91 9.449 12.061 12.162 11.78 11.698 12.646 13.399 14.061 13.473 12.224 11.558 11.331 11.891 11.496 12.732 12.546 11.325 12.486 12.807 12.655 12.647 11.617 10.382 11.546 12.708 12.738 11.374 7.816 11.518 12.088 11.38 12.425 14.171 14.377 14.214 14.161 10.776 14.175 13.792 15.266 13.259 15.352 15.333 15.167 14.68 16.68 14.671 14.659 15.697 16.059 15.828 16.194 17.319 17.214 15.501 16.989 17.675 18.632 17.763 16.996 15.888 15.821 14.303 13.848 13.096 15.416 15.874 14.629 15.839 14.906 15.243 17.811 17.818 18.87 19.257 17.487 15.463 17.777 15.78 19.173 18.812 15.7 17.404 18.187 14.692 18.718 19.216 19.581 20.08 19.439 18.382 17.952 17.302 15.311 12.895 18.11 17.907 17.428 16.324 17.189 17.538 16.895 17.206 17.574 17.199 13.823 15.289 14.626 16.431 17.15 17.03 17.4 17.858 15.812 16.465 15.146 16.301 11.914 16.108 16.704 17.082 14.75 15.387 16.022 16.267 16.079 14.945 15.505 15.64 10.688 14.961 15.177 14.533 14.311 12.44 13.727 15.504 16.437 14.965 15.733 1
12.05 11.397 8.734 11.656 9.222 11.001 13.265 13.099 9.392 11.893 11.915 11.989 13.226 12.273 12.852 15.135 15.008 13.796 13.258 11.293 10.826 10.16 13.583 13.962 12.856 12.372 12.974 12.561 13.436 12.361 13.211 12.087 11.864 9.532 11.739 13.269 12.901 11.316 12.373 14.566 14.518 14.611 15.806 16.651 17.051 16.851 16.089 16.112 16.393 15.594 15.107 15.685 13.987 15.2 15.499 14.831 14.47 13.746 10.326 13.831 15.032 15.466 13.423 14.439 16.316 16.338 15.811 15.012 14.089 14.596 14.913 16.274 15.972 15.61 17.359 17.038 15.605 15.402 14.933 14.868 16.584 17.469 16.983 16.294 16.515 17.293 17.936 15.739 15.97 14.869 16.87 15.731 15.032 14.812 13.468 14.577 15.771 16.823 17.175 16.461 13.974 12.042 15.856 15.117 12.752 14.473 14.728 16.014 14.332 14.821 14.409 14.057 13.695 12.289 10.765 14.212 15.091 15.804 14.259 15.057 15.848 15.88 16.277 16.176 16.055 15.374 11.506 14.624 10.847 15.307 14.482 13.43 15.813 16.158 13.698 15.343 13.845 14.732 15.982 14.803 15.122 14.155 12.871 11.631 13.443 13.052 15.164 15.126 15.207 16.02 1
10.912 12.571 13.487 13.081 11.951 13.684 13.989 14.829 13.906 14.248 14.599 15.192 13.648 13.51 15.474 13.957 14.547 13.147 14.747 14.628 14.803 14.124 14.189 14.845 16.074 14.931 11.473 14.154 14.171 10.905 11.664 13.623 13.114 12.006 14.19 12.048 14.963 13.901 12.717 11.041 10.731 12.468 11.867 10.873 12.491 12.628 13.012 13.662 13.309 10.439 12.687 12.449 13.149 13.568 12.082 16.13 16.296 15.9 14.428 11.518 13.352 11.874 14.75 15.01 13.894 15.537 15.399 17.791 18.048 17.147 15.53 17.01 17.654 16.642 16.114 15.729 16.499 16.253 17.082 16.145 14.498 13.788 14.788 15.826 15.117 15.744 15.535 15.699 15.076 12.652 13.467 14.602 15.181 17.572 15.457 17.067 13.576 17.631 17.02 14.212 14.634 15.519 11.956 16.392 16.516 16.499 17.243 17.206 16.103 16.606 16.644 13.571 14.059 14.639 13.928 15.564 16.152 15.044 16.613 16.765 16.334 15.858 14.605 16.616 16.021 15.375 15.56 16.141 15.944 15.349 15.01 16.461 15.305 13.702 15.007 14.585 16.435 15.57 15.066 16.455 16.095 14.197 14.034 15.41 15.834 15.106 15.062 16.486 17.199 17.383 1
11.268 10.59 11.008 12.677 12.827 13.741 13.253 11.173 13.585 13.221 13.573 15.493 14.289 15.094 16.167 15.433 15.703 16.221 14.895 13.777 12.951 14.663 14.422 14.665 13.149 11.315 13.909 14.801 13.726 13.702 14.133 14.222 13.924 15.36 14.983 15.129 12.987 13.205 14.038 14.147 13.57 14.002 14.838 16.207 14.886 14.691 13.861 15.37 16.695 17.19 16.747 16.299 16.772 15.169 17.079 16.434 16.707 18.608 19.627 19.615 19.688 20.159 20.191 17.299 19.178 19.49 18.136 18.389 18.614 18.506 15.872 17.902 17.135 17.988 17.406 17.649 16.246 16.35 17.135 18.055 17.45 15.702 16.227 15.185 15.187 13.074 14.942 16.411 16.677 14.48 14.705 14.093 16.257 15.677 16.39 16 15.603 17.065 17.116 16.095 15.365 16.616 13.969 15.989 15.989 14.91 16.316 16.735 15.767 15.468 16.375 15.696 13.187 14.424 16.391 15.322 13.214 13.183 12.563 14.151 13.985 15.153 15.388 15.802 14.914 12.434 10.898 14.782 15.562 15.448 15.189 16.112 16.185 15.206 14.309 15.416 14.936 13.888 13.424 14.784 14.491 13.635 15.061 12.171 13.656 15.995 14.377 14.821 14.383 15.9 1
10.391 7.337 7.016 9.153 8.407 7.92 9.221 8.85 9.659 9.442 10.232 10.022 10.086 9.138 10.814 10.801 9.732 10.234 11.17 10.905 9.83 8.269 7.828 8.11 8.198 7.344 7.841 8.042 9.861 11.059 11.125 9.211 8.834 10.2 9.497 9.434 10.497 9.472 5.896 7.866 9.447 9.034 8.048 8.358 11.177 11.237 10.664 11.35 11.219 10.5 10.938 10.187 10.778 9.426 11.9 13.08 12.559 12.854 13.247 13.74 13.268 14.711 15.215 13.597 13.218 11.059 12.233 14.168 13.716 12.771 13.786 14.183 15.622 15.148 14.551 15.042 16.144 15.842 16.186 14.514 17.461 17.232 16.485 17.212 12.236 15.293 16.083 14.538 13.745 13.496 13.342 14.179 14.328 15.024 13.59 13.226 15.128 14.92 15.431 14.822 14.977 15.373 14.892 13.932 14.088 15.874 15.904 16.25 15.097 14.462 14.59 14.322 14.453 14.467 16.258 16.101 11.877 14.847 13.802 13.84 14.373 13.578 10.958 13.655 14.607 14.71 13.956 11.74 13.23 13.803 12.682 14.239 15.31 15.767 9.755 12.961 13.5 10.699 13.372 13.951 13.687 15.024 15.421 14.865 14.506 14.053 13.546 15.767 15.315 13.34 1
9.487 7.985 8.044 9.562 10.683 11.513 9.681 9.281 10.267 10.253 12.755 12.402 10.933 12.152 10.873 11.583 10.189 10.479 12.185 13.172 13.634 13.3 11.92 11.924 12.82 13.736 12.765 12.523 13.702 13.309 11.993 10.35 13.123 12.351 10.964 13.178 12.178 9.436 9.067 9.439 9.264 11.208 12.319 12.657 12.903 12.353 11.356 11.042 12.251 12.718 12.36 11.133 10.408 12.835 12.503 6.783 9.269 13.131 7.791 14.093 14.143 14.278 13.906 13.672 13.889 11.911 12.603 13.325 10.898 12.868 14.358 15.066 15.026 13.645 14.106 14.149 15.45 14.318 15.171 14.784 16.691 17.205 16.163 16.524 16.836 16.071 12.669 11.358 14.938 14.001 15.034 15.644 14.645 14.782 14.585 11.992 14.44 15.527 15.728 14.074 15.652 16.042 15.481 16.223 14.934 17.16 17.107 16.314 15.43 16.904 17.553 17.55 16.268 17.25 17.666 17.267 18.709 16.14 17.836 13.993 12.892 16.909 16.634 17.086 16.673 16.569 16.431 16.945 16.29 16.826 16.703 16.398 16.733 17.171 16.653 17.524 17.525 17.798 18.246 17.601 18.35 16.834 17.928 18.318 17.187 15.878 16.858 12.843 16.516 16.702 1
11.636 11.703 8.709 11.392 12.279 12.703 8.606 12.714 9.464 13.786 13.156 12.587 13.618 12.058 12.689 14.508 12.813 12.371 12.325 14.915 14.773 13.441 13.119 15.261 15.336 13.454 14.64 15.113 13.843 13.074 13.673 11.98 13.264 12.846 12.481 11.617 14.724 15.737 15.285 13.963 15.516 14.104 14.251 14.811 14.101 15.63 16.618 16.98 16.392 17.08 16.094 18.387 18.051 17.489 14.468 13.963 15.686 15.047 14.507 15.082 16.84 14.436 15.944 16.392 15.686 15.493 16.731 17.614 16.24 16.474 16.841 17.393 17.883 16.606 15.544 15.896 16.267 16.035 17.321 17.22 15.285 17.002 14.355 17.68 16.447 16.034 16.176 16.976 14.488 16.951 16.564 16.482 18.242 18.652 18.265 17.618 18.399 18.791 17.964 14.918 17.426 16.522 18.308 18.918 18.746 17.889 17.469 17.177 16.247 15.545 16.993 17.023 17.971 18.103 17.888 16.155 16.724 16.347 16.91 15.359 15.337 16.086 16.275 17.344 16.024 15.985 15.15 17.469 17.367 14.399 16.22 16.053 16.407 17.148 15.482 13.716 16.266 15.31 10.963 15.317 16.394 17.177 14.761 14.978 13.684 13.978 15.47 16.326 14.949 13.914 1
